lead_id,policy_id,type,sum_insured,premium,riders,co_pay_percent,room_rent_rule
H202501682,H202501682-P1,life,20000000,30893,,0,
H202501683,H202501683-P1,motor,300000,3818,,0,
H202501683,H202501683-P2,motor,500000,3583,,0,
H202501684,H202501684-P1,health,300000,34352,,0,No Cap
H202501685,H202501685-P1,life,5000000,15859,,0,
H202501688,H202501688-P1,motor,500000,8787,,0,
H202501689,H202501689-P1,health,2000000,11514,,0,No Cap
H202501691,H202501691-P1,health,500000,31379,room_upgrade,0,No Cap
H202501692,H202501692-P1,health,2000000,17812,hospital_cash,0,Single Private Room
H202501693,H202501693-P1,life,5000000,31341,,0,
H202501694,H202501694-P1,life,5000000,29207,room_upgrade;hospital_cash,0,
H202501695,H202501695-P1,health,500000,26537,critical_illness,0,No Cap
H202501698,H202501698-P1,health,2000000,29581,hospital_cash,0,No Cap
H202501701,H202501701-P1,motor,300000,6083,,0,
H202501702,H202501702-P1,motor,300000,10382,,0,
H202501705,H202501705-P1,health,2000000,27858,hospital_cash,0,1% of SI
H202501707,H202501707-P1,motor,300000,8746,,0,
H202501708,H202501708-P1,life,5000000,22280,hospital_cash,0,
H202501708,H202501708-P2,motor,300000,3092,,0,
H202501709,H202501709-P1,life,2500000,36988,,0,
H202501709,H202501709-P2,health,700000,11962,critical_illness;accidental_cover,0,No Cap
H202501713,H202501713-P1,life,5000000,36410,,0,
H202501715,H202501715-P1,motor,300000,5266,,0,
H202501715,H202501715-P2,health,300000,30780,,0,1% of SI
H202501716,H202501716-P1,health,700000,19222,,0,1% of SI
H202501716,H202501716-P2,motor,800000,11773,,0,
H202501718,H202501718-P1,health,2000000,18994,critical_illness,20,1% of SI
H202501719,H202501719-P1,motor,500000,6670,,0,
H202501723,H202501723-P1,life,2500000,29056,hospital_cash;critical_illness,0,
H202501725,H202501725-P1,motor,500000,6303,,0,
H202501725,H202501725-P2,life,2500000,29106,hospital_cash;room_upgrade,0,
H202501726,H202501726-P1,motor,500000,5408,,0,
H202501727,H202501727-P1,motor,500000,3992,,0,
H202501729,H202501729-P1,life,2500000,22410,hospital_cash,0,
H202501730,H202501730-P1,motor,500000,3612,,0,
H202501732,H202501732-P1,motor,500000,5319,,0,
H202501732,H202501732-P2,motor,300000,6312,,0,
H202501733,H202501733-P1,health,700000,31242,,10,No Cap
H202501735,H202501735-P1,health,300000,6101,room_upgrade;critical_illness,0,Single Private Room
H202501735,H202501735-P2,health,500000,17002,critical_illness;accidental_cover,20,No Cap
H202501739,H202501739-P1,health,2000000,8657,accidental_cover;room_upgrade,20,No Cap
H202501742,H202501742-P1,life,20000000,18157,critical_illness,0,
H202501744,H202501744-P1,motor,300000,7653,,0,
H202501746,H202501746-P1,life,2500000,20417,accidental_cover,0,
H202501750,H202501750-P1,health,300000,22183,critical_illness;hospital_cash,0,1% of SI
H202501750,H202501750-P2,health,500000,16824,accidental_cover;critical_illness,0,Single Private Room
H202501751,H202501751-P1,life,5000000,28009,critical_illness;accidental_cover,0,
H202501754,H202501754-P1,life,5000000,26279,room_upgrade;critical_illness,0,
H202501755,H202501755-P1,life,5000000,30887,room_upgrade;accidental_cover,0,
H202501756,H202501756-P1,health,500000,14150,hospital_cash;critical_illness,0,1% of SI
H202501757,H202501757-P1,motor,500000,11779,,0,
H202501760,H202501760-P1,motor,500000,10556,,0,
H202501760,H202501760-P2,motor,500000,4752,,0,
H202501761,H202501761-P1,motor,300000,8660,,0,
H202501763,H202501763-P1,life,20000000,24816,,0,
H202501764,H202501764-P1,motor,800000,8372,,0,
H202501765,H202501765-P1,health,2000000,24713,critical_illness,0,1% of SI
H202501766,H202501766-P1,motor,500000,2569,,0,
H202501768,H202501768-P1,life,10000000,35501,room_upgrade;critical_illness,0,
H202501770,H202501770-P1,life,20000000,34651,room_upgrade;accidental_cover,0,
H202501772,H202501772-P1,life,2500000,17144,hospital_cash;accidental_cover,0,
H202501772,H202501772-P2,life,10000000,41596,accidental_cover;hospital_cash,0,
H202501773,H202501773-P1,motor,300000,7021,,0,
H202501773,H202501773-P2,health,500000,10783,accidental_cover,10,1% of SI
H202501776,H202501776-P1,life,10000000,33072,room_upgrade,0,
H202501776,H202501776-P2,health,700000,18028,,10,Single Private Room
H202501778,H202501778-P1,life,10000000,8945,,0,
H202501779,H202501779-P1,motor,800000,3175,,0,
H202501782,H202501782-P1,life,10000000,30905,hospital_cash,0,
H202501787,H202501787-P1,motor,500000,7618,,0,
H202501788,H202501788-P1,life,20000000,19819,room_upgrade,0,
H202501788,H202501788-P2,health,300000,18649,hospital_cash;accidental_cover,0,1% of SI
H202501790,H202501790-P1,motor,800000,8469,,0,
H202501790,H202501790-P2,motor,500000,2818,,0,
H202501792,H202501792-P1,motor,300000,6007,,0,
H202501794,H202501794-P1,motor,800000,8556,,0,
H202501794,H202501794-P2,life,2500000,30092,critical_illness,0,
H202501796,H202501796-P1,motor,300000,11105,,0,
H202501796,H202501796-P2,life,5000000,34517,room_upgrade,0,
H202501798,H202501798-P1,life,20000000,8243,,0,
H202501798,H202501798-P2,motor,300000,11878,,0,
H202501800,H202501800-P1,life,20000000,34092,hospital_cash;room_upgrade,0,
H202501801,H202501801-P1,life,2500000,8632,room_upgrade;accidental_cover,0,
H202501803,H202501803-P1,life,5000000,17319,,0,
H202501804,H202501804-P1,motor,800000,2584,,0,
H202501805,H202501805-P1,life,10000000,29000,,0,
H202501806,H202501806-P1,life,10000000,30344,,0,
H202501806,H202501806-P2,motor,800000,4045,,0,
H202501807,H202501807-P1,life,10000000,35506,room_upgrade;hospital_cash,0,
H202501808,H202501808-P1,health,500000,24217,hospital_cash,20,1% of SI
H202501809,H202501809-P1,health,500000,33510,,0,No Cap
H202501810,H202501810-P1,health,1000000,13680,hospital_cash,0,Single Private Room
H202501810,H202501810-P2,life,2500000,13377,accidental_cover;room_upgrade,0,
H202501811,H202501811-P1,life,20000000,41968,,0,
H202501811,H202501811-P2,life,2500000,32889,,0,
H202501812,H202501812-P1,motor,300000,11496,,0,
H202501813,H202501813-P1,health,2000000,33696,hospital_cash;room_upgrade,0,1% of SI
H202501814,H202501814-P1,health,500000,28070,,10,Single Private Room
H202501814,H202501814-P2,motor,500000,7218,,0,
H202501815,H202501815-P1,health,2000000,32682,hospital_cash;room_upgrade,10,1% of SI
H202501817,H202501817-P1,life,20000000,33583,room_upgrade,0,
H202501817,H202501817-P2,motor,500000,4541,,0,
H202501818,H202501818-P1,motor,500000,6709,,0,
H202501819,H202501819-P1,life,20000000,8013,accidental_cover;critical_illness,0,
H202501820,H202501820-P1,motor,800000,6948,,0,
H202501821,H202501821-P1,life,20000000,25703,critical_illness,0,
H202501824,H202501824-P1,motor,800000,10225,,0,
H202501825,H202501825-P1,motor,500000,4958,,0,
H202501827,H202501827-P1,life,2500000,33203,,0,
H202501827,H202501827-P2,motor,500000,10731,,0,
H202501829,H202501829-P1,motor,800000,9008,,0,
H202501830,H202501830-P1,motor,500000,7022,,0,
H202501833,H202501833-P1,health,2000000,28794,hospital_cash,10,Single Private Room
H202501835,H202501835-P1,life,2500000,26297,room_upgrade;accidental_cover,0,
H202501836,H202501836-P1,life,10000000,10084,critical_illness,0,
H202501839,H202501839-P1,life,10000000,26024,hospital_cash,0,
H202501839,H202501839-P2,life,2500000,38471,accidental_cover;room_upgrade,0,
H202501840,H202501840-P1,life,5000000,39675,,0,
H202501843,H202501843-P1,motor,500000,5952,,0,
H202501843,H202501843-P2,motor,300000,4341,,0,
H202501845,H202501845-P1,life,5000000,41664,room_upgrade;hospital_cash,0,
H202501845,H202501845-P2,motor,800000,11053,,0,
H202501846,H202501846-P1,motor,300000,11146,,0,
H202501848,H202501848-P1,health,500000,34275,accidental_cover,0,Single Private Room
H202501851,H202501851-P1,health,300000,16277,,0,Single Private Room
H202501852,H202501852-P1,health,300000,6349,critical_illness;hospital_cash,0,No Cap
H202501853,H202501853-P1,motor,500000,11922,,0,
H202501854,H202501854-P1,health,700000,13498,,20,1% of SI
H202501856,H202501856-P1,health,1000000,22873,critical_illness;room_upgrade,0,Single Private Room
H202501859,H202501859-P1,health,2000000,28401,accidental_cover,0,1% of SI
H202501860,H202501860-P1,life,5000000,26295,critical_illness;hospital_cash,0,
H202501861,H202501861-P1,health,700000,26081,room_upgrade;accidental_cover,0,1% of SI
H202501861,H202501861-P2,motor,500000,6255,,0,
H202501862,H202501862-P1,life,20000000,16550,accidental_cover;room_upgrade,0,
H202501863,H202501863-P1,life,20000000,18945,room_upgrade;hospital_cash,0,
H202501865,H202501865-P1,life,2500000,16419,accidental_cover,0,
H202501866,H202501866-P1,health,500000,29717,critical_illness,0,Single Private Room
H202501867,H202501867-P1,health,1000000,16633,hospital_cash;critical_illness,0,1% of SI
H202501868,H202501868-P1,life,2500000,15049,hospital_cash,0,
H202501869,H202501869-P1,life,5000000,36788,,0,
H202501871,H202501871-P1,health,700000,19983,room_upgrade;hospital_cash,0,No Cap
H202501872,H202501872-P1,health,500000,19784,room_upgrade;accidental_cover,10,1% of SI
H202501873,H202501873-P1,life,2500000,44861,hospital_cash,0,
H202501875,H202501875-P1,motor,300000,9851,,0,
H202501875,H202501875-P2,life,5000000,16492,room_upgrade;accidental_cover,0,
H202501876,H202501876-P1,motor,500000,9489,,0,
H202501876,H202501876-P2,life,5000000,37923,hospital_cash;room_upgrade,0,
H202501877,H202501877-P1,life,10000000,28702,,0,
H202501877,H202501877-P2,health,700000,30301,accidental_cover;critical_illness,0,1% of SI
H202501878,H202501878-P1,health,500000,34419,,0,No Cap
H202501878,H202501878-P2,motor,500000,9624,,0,
H202501879,H202501879-P1,life,5000000,44015,room_upgrade;critical_illness,0,
H202501880,H202501880-P1,health,300000,32968,room_upgrade;critical_illness,0,1% of SI
H202501882,H202501882-P1,motor,300000,4863,,0,
H202501884,H202501884-P1,motor,500000,5479,,0,
H202501886,H202501886-P1,life,2500000,24777,,0,
H202501888,H202501888-P1,motor,800000,6007,,0,
H202501889,H202501889-P1,health,1000000,17850,,0,No Cap
H202501892,H202501892-P1,life,10000000,40606,,0,
H202501893,H202501893-P1,life,20000000,12780,room_upgrade;accidental_cover,0,
H202501893,H202501893-P2,health,1000000,14740,room_upgrade,20,Single Private Room
H202501894,H202501894-P1,life,10000000,13064,,0,
H202501897,H202501897-P1,health,700000,20289,,0,Single Private Room
H202501900,H202501900-P1,motor,800000,11634,,0,
H202501903,H202501903-P1,life,10000000,36835,critical_illness;accidental_cover,0,
H202501904,H202501904-P1,health,2000000,27801,room_upgrade;accidental_cover,10,No Cap
H202501905,H202501905-P1,motor,500000,9953,,0,
H202501906,H202501906-P1,health,300000,27649,accidental_cover,0,No Cap
H202501908,H202501908-P1,life,5000000,21539,critical_illness;accidental_cover,0,
H202501909,H202501909-P1,motor,300000,9588,,0,
H202501910,H202501910-P1,motor,800000,5604,,0,
H202501911,H202501911-P1,life,2500000,39160,hospital_cash,0,
H202501911,H202501911-P2,health,2000000,22707,room_upgrade,0,Single Private Room
H202501912,H202501912-P1,health,300000,19122,accidental_cover,10,Single Private Room
H202501915,H202501915-P1,health,1000000,28254,,0,Single Private Room
H202501916,H202501916-P1,health,2000000,17999,accidental_cover,0,Single Private Room
H202501917,H202501917-P1,life,20000000,44243,critical_illness;accidental_cover,0,
H202501918,H202501918-P1,motor,800000,4204,,0,
H202501919,H202501919-P1,health,2000000,24232,room_upgrade,0,Single Private Room
H202501919,H202501919-P2,life,10000000,27434,room_upgrade;hospital_cash,0,
H202501922,H202501922-P1,health,700000,31403,,0,No Cap
H202501923,H202501923-P1,motor,500000,3115,,0,
H202501924,H202501924-P1,health,700000,12014,,0,No Cap
H202501925,H202501925-P1,health,700000,26613,,10,Single Private Room
H202501925,H202501925-P2,health,700000,33640,,10,1% of SI
H202501926,H202501926-P1,life,2500000,17237,,0,
H202501927,H202501927-P1,life,5000000,10856,,0,
H202501929,H202501929-P1,motor,800000,5949,,0,
H202501932,H202501932-P1,motor,800000,7745,,0,
H202501932,H202501932-P2,health,500000,26633,room_upgrade;accidental_cover,20,1% of SI
H202501933,H202501933-P1,motor,300000,9531,,0,
H202501935,H202501935-P1,life,20000000,43725,,0,
H202501935,H202501935-P2,health,1000000,15211,critical_illness;room_upgrade,0,1% of SI
H202501936,H202501936-P1,health,2000000,21805,room_upgrade,0,No Cap
H202501938,H202501938-P1,health,700000,31880,hospital_cash,10,No Cap
H202501939,H202501939-P1,life,20000000,25915,,0,
H202501939,H202501939-P2,motor,800000,9607,,0,
H202501941,H202501941-P1,life,20000000,29746,hospital_cash;room_upgrade,0,
H202501942,H202501942-P1,motor,300000,5971,,0,
H202501942,H202501942-P2,motor,300000,3223,,0,
H202501944,H202501944-P1,life,20000000,19795,room_upgrade,0,
H202501946,H202501946-P1,health,2000000,29743,room_upgrade;critical_illness,20,No Cap
H202501947,H202501947-P1,life,2500000,19393,critical_illness,0,
H202501947,H202501947-P2,health,2000000,8933,,0,No Cap
H202501950,H202501950-P1,life,5000000,9073,,0,
H202501952,H202501952-P1,motor,500000,3639,,0,
H202501953,H202501953-P1,health,300000,34716,critical_illness,0,1% of SI
H202501955,H202501955-P1,health,2000000,15738,,0,No Cap
H202501955,H202501955-P2,life,2500000,39524,accidental_cover,0,
H202501957,H202501957-P1,health,2000000,18306,critical_illness,20,Single Private Room
H202501958,H202501958-P1,motor,800000,11643,,0,
H202501961,H202501961-P1,life,2500000,43449,,0,
H202501969,H202501969-P1,motor,800000,4459,,0,
H202501971,H202501971-P1,health,500000,15590,critical_illness;room_upgrade,0,Single Private Room
H202501972,H202501972-P1,motor,800000,6565,,0,
H202501973,H202501973-P1,life,2500000,9684,accidental_cover;hospital_cash,0,
H202501975,H202501975-P1,health,1000000,34049,accidental_cover;critical_illness,0,No Cap
H202501977,H202501977-P1,health,300000,15806,critical_illness;hospital_cash,0,No Cap
H202501980,H202501980-P1,health,300000,7485,hospital_cash;room_upgrade,20,1% of SI
H202501981,H202501981-P1,motor,500000,6792,,0,
H202501981,H202501981-P2,motor,800000,10741,,0,
H202501982,H202501982-P1,health,700000,16727,critical_illness;room_upgrade,10,Single Private Room
H202501984,H202501984-P1,health,700000,28850,,0,Single Private Room
H202501985,H202501985-P1,motor,800000,5039,,0,
H202501986,H202501986-P1,life,2500000,39043,accidental_cover;hospital_cash,0,
H202501987,H202501987-P1,life,10000000,19239,,0,
H202501989,H202501989-P1,life,5000000,42199,accidental_cover;critical_illness,0,
H202501990,H202501990-P1,life,5000000,25633,accidental_cover;hospital_cash,0,
H202501991,H202501991-P1,health,2000000,12250,,0,Single Private Room
H202501991,H202501991-P2,life,10000000,20967,critical_illness;accidental_cover,0,
H202501992,H202501992-P1,life,20000000,38935,,0,
H202501993,H202501993-P1,motor,300000,4990,,0,
H202501995,H202501995-P1,health,300000,23253,critical_illness,10,1% of SI
H202501996,H202501996-P1,life,10000000,32010,,0,
H202501997,H202501997-P1,life,10000000,33875,critical_illness;room_upgrade,0,
H202501997,H202501997-P2,health,700000,6821,critical_illness,0,Single Private Room
H202501998,H202501998-P1,motor,500000,7781,,0,
H202501999,H202501999-P1,health,1000000,22000,,0,Single Private Room
H202502000,H202502000-P1,life,20000000,8336,,0,
H202502001,H202502001-P1,life,20000000,38298,room_upgrade;hospital_cash,0,
H202502002,H202502002-P1,life,5000000,17470,room_upgrade,0,
H202502002,H202502002-P2,health,700000,31556,,20,Single Private Room
H202502003,H202502003-P1,health,300000,7550,room_upgrade,0,Single Private Room
H202502003,H202502003-P2,life,20000000,23343,room_upgrade,0,
H202502005,H202502005-P1,health,1000000,27421,hospital_cash,0,No Cap
H202502006,H202502006-P1,motor,800000,3339,,0,
H202502006,H202502006-P2,life,2500000,12699,,0,
H202502007,H202502007-P1,health,500000,19736,accidental_cover;critical_illness,20,No Cap
H202502008,H202502008-P1,health,300000,27208,,0,1% of SI
H202502009,H202502009-P1,health,500000,20984,room_upgrade;accidental_cover,0,No Cap
H202502009,H202502009-P2,health,2000000,15034,hospital_cash,0,No Cap
H202502010,H202502010-P1,motor,300000,4086,,0,
H202502011,H202502011-P1,motor,800000,5848,,0,
H202502011,H202502011-P2,life,10000000,18585,room_upgrade,0,
H202502018,H202502018-P1,health,700000,31614,accidental_cover,0,No Cap
H202502018,H202502018-P2,motor,300000,3915,,0,
H202502019,H202502019-P1,motor,800000,10113,,0,
H202502020,H202502020-P1,health,1000000,10942,,0,Single Private Room
H202502022,H202502022-P1,health,1000000,10599,,0,No Cap
H202502023,H202502023-P1,motor,500000,2801,,0,
H202502024,H202502024-P1,health,2000000,31074,hospital_cash,0,1% of SI
H202502025,H202502025-P1,life,2500000,35248,critical_illness,0,
H202502026,H202502026-P1,life,20000000,41180,,0,
H202502026,H202502026-P2,life,2500000,12495,hospital_cash;accidental_cover,0,
H202502027,H202502027-P1,life,10000000,28743,room_upgrade;hospital_cash,0,
H202502028,H202502028-P1,motor,800000,4244,,0,
H202502030,H202502030-P1,health,700000,7407,room_upgrade,0,No Cap
H202502030,H202502030-P2,health,1000000,14274,room_upgrade,0,No Cap
H202502031,H202502031-P1,motor,500000,7520,,0,
H202502031,H202502031-P2,health,700000,32436,accidental_cover,10,1% of SI
H202502033,H202502033-P1,motor,800000,8802,,0,
H202502033,H202502033-P2,health,300000,14681,accidental_cover,0,Single Private Room
H202502035,H202502035-P1,life,5000000,14082,accidental_cover,0,
H202502037,H202502037-P1,life,20000000,24070,critical_illness,0,
H202502038,H202502038-P1,motor,300000,10189,,0,
H202502043,H202502043-P1,motor,800000,6875,,0,
H202502045,H202502045-P1,life,5000000,43887,,0,
H202502047,H202502047-P1,health,700000,23542,critical_illness,0,Single Private Room
H202502049,H202502049-P1,life,5000000,23891,critical_illness;room_upgrade,0,
H202502051,H202502051-P1,life,20000000,18131,hospital_cash;room_upgrade,0,
H202502052,H202502052-P1,life,20000000,24224,room_upgrade,0,
H202502053,H202502053-P1,health,700000,29817,accidental_cover,0,1% of SI
H202502054,H202502054-P1,life,20000000,24868,accidental_cover;room_upgrade,0,
H202502054,H202502054-P2,motor,300000,4912,,0,
H202502056,H202502056-P1,health,700000,12619,,20,No Cap
H202502056,H202502056-P2,health,500000,6364,critical_illness;accidental_cover,0,Single Private Room
H202502057,H202502057-P1,health,1000000,16730,,0,Single Private Room
H202502060,H202502060-P1,health,1000000,13498,accidental_cover,10,No Cap
H202502062,H202502062-P1,life,5000000,34926,room_upgrade,0,
H202502063,H202502063-P1,life,2500000,23110,room_upgrade,0,
H202502064,H202502064-P1,life,20000000,26156,critical_illness,0,
H202502066,H202502066-P1,health,1000000,12399,critical_illness,0,No Cap
H202502066,H202502066-P2,life,5000000,9899,hospital_cash,0,
H202502068,H202502068-P1,motor,300000,8763,,0,
H202502069,H202502069-P1,health,700000,23764,hospital_cash;critical_illness,0,1% of SI
H202502070,H202502070-P1,motor,800000,6054,,0,
H202502071,H202502071-P1,life,5000000,39468,,0,
H202502071,H202502071-P2,health,300000,15583,,20,Single Private Room
H202502072,H202502072-P1,motor,300000,5102,,0,
H202502074,H202502074-P1,health,1000000,13895,hospital_cash,10,No Cap
H202502077,H202502077-P1,health,500000,24434,critical_illness;accidental_cover,0,1% of SI
H202502083,H202502083-P1,life,5000000,23046,,0,
H202502085,H202502085-P1,life,5000000,13232,room_upgrade,0,
H202502086,H202502086-P1,health,300000,29448,critical_illness;room_upgrade,0,1% of SI
H202502088,H202502088-P1,motor,800000,9285,,0,
H202502088,H202502088-P2,life,10000000,24476,hospital_cash;room_upgrade,0,
H202502089,H202502089-P1,life,5000000,28880,hospital_cash,0,
H202502090,H202502090-P1,health,700000,31995,,0,1% of SI
H202502090,H202502090-P2,life,5000000,36543,hospital_cash;critical_illness,0,
H202502093,H202502093-P1,motor,500000,2958,,0,
H202502095,H202502095-P1,health,500000,6285,hospital_cash;room_upgrade,10,No Cap
H202502098,H202502098-P1,health,300000,26627,critical_illness,20,1% of SI
H202502099,H202502099-P1,motor,300000,4786,,0,
H202502101,H202502101-P1,life,10000000,27977,accidental_cover;critical_illness,0,
H202502102,H202502102-P1,health,700000,10515,,0,1% of SI
H202502102,H202502102-P2,motor,300000,10715,,0,
H202502103,H202502103-P1,motor,800000,11967,,0,
H202502103,H202502103-P2,motor,500000,4655,,0,
H202502104,H202502104-P1,motor,300000,5545,,0,
H202502106,H202502106-P1,motor,300000,2853,,0,
H202502109,H202502109-P1,life,20000000,39787,room_upgrade;hospital_cash,0,
H202502111,H202502111-P1,life,10000000,11386,,0,
H202502112,H202502112-P1,life,20000000,31677,room_upgrade;hospital_cash,0,
H202502113,H202502113-P1,life,10000000,22340,,0,
H202502115,H202502115-P1,health,700000,19243,,20,No Cap
H202502116,H202502116-P1,life,10000000,39775,critical_illness;room_upgrade,0,
H202502116,H202502116-P2,health,2000000,6481,,10,Single Private Room
H202502119,H202502119-P1,health,500000,31909,accidental_cover,0,1% of SI
H202502119,H202502119-P2,health,300000,32185,room_upgrade;hospital_cash,10,1% of SI
H202502120,H202502120-P1,motor,300000,5184,,0,
H202502121,H202502121-P1,life,20000000,18580,room_upgrade,0,
H202502123,H202502123-P1,health,1000000,8685,,0,No Cap
H202502123,H202502123-P2,health,2000000,21118,,0,Single Private Room
H202502124,H202502124-P1,health,2000000,28853,,0,Single Private Room
H202502127,H202502127-P1,life,2500000,16393,accidental_cover,0,
H202502131,H202502131-P1,motor,300000,5755,,0,
H202502133,H202502133-P1,health,2000000,15862,,10,No Cap
H202502134,H202502134-P1,life,20000000,13903,,0,
H202502135,H202502135-P1,motor,500000,8100,,0,
H202502135,H202502135-P2,motor,300000,7730,,0,
H202502136,H202502136-P1,motor,500000,6546,,0,
H202502137,H202502137-P1,motor,500000,8866,,0,
H202502139,H202502139-P1,life,10000000,43379,,0,
H202502139,H202502139-P2,motor,500000,8773,,0,
H202502140,H202502140-P1,motor,300000,4136,,0,
H202502142,H202502142-P1,motor,500000,3006,,0,
H202502144,H202502144-P1,motor,300000,5481,,0,
H202502145,H202502145-P1,life,5000000,31089,hospital_cash,0,
H202502149,H202502149-P1,health,500000,29461,,10,No Cap
H202502150,H202502150-P1,life,20000000,27979,accidental_cover,0,
H202502152,H202502152-P1,motor,800000,5495,,0,
H202502154,H202502154-P1,health,700000,8109,hospital_cash;room_upgrade,20,Single Private Room
H202502156,H202502156-P1,life,5000000,40876,accidental_cover,0,
H202502157,H202502157-P1,motor,500000,9124,,0,
H202502158,H202502158-P1,motor,500000,11059,,0,
H202502158,H202502158-P2,motor,500000,11788,,0,
H202502159,H202502159-P1,life,10000000,11378,critical_illness,0,
H202502159,H202502159-P2,life,20000000,42284,,0,
H202502160,H202502160-P1,motor,300000,9041,,0,
H202502161,H202502161-P1,motor,300000,9777,,0,
H202502164,H202502164-P1,motor,500000,11420,,0,
H202502167,H202502167-P1,health,2000000,33141,,0,No Cap
H202502169,H202502169-P1,motor,500000,9072,,0,
H202502169,H202502169-P2,life,20000000,32467,accidental_cover;room_upgrade,0,
H202502170,H202502170-P1,life,5000000,26609,room_upgrade;accidental_cover,0,
H202502171,H202502171-P1,motor,800000,6384,,0,
H202502175,H202502175-P1,motor,500000,4424,,0,
H202502175,H202502175-P2,health,500000,6064,,0,Single Private Room
H202502176,H202502176-P1,life,20000000,38970,hospital_cash,0,
H202502176,H202502176-P2,life,10000000,42030,accidental_cover,0,
H202502177,H202502177-P1,health,2000000,25880,critical_illness,0,No Cap
H202502180,H202502180-P1,health,500000,8335,,0,1% of SI
H202502181,H202502181-P1,motor,800000,3231,,0,
H202502181,H202502181-P2,life,5000000,38087,critical_illness;hospital_cash,0,
H202502183,H202502183-P1,health,300000,34784,,0,No Cap
H202502184,H202502184-P1,health,300000,14910,accidental_cover,10,Single Private Room
H202502186,H202502186-P1,health,1000000,7593,room_upgrade;hospital_cash,0,Single Private Room
H202502186,H202502186-P2,health,2000000,11864,accidental_cover;critical_illness,0,1% of SI
H202502187,H202502187-P1,motor,500000,9311,,0,
H202502187,H202502187-P2,motor,800000,11259,,0,
H202502188,H202502188-P1,motor,300000,3498,,0,
H202502189,H202502189-P1,health,700000,14131,,0,1% of SI
H202502189,H202502189-P2,life,20000000,34844,room_upgrade;hospital_cash,0,
H202502190,H202502190-P1,motor,800000,4238,,0,
H202502191,H202502191-P1,life,2500000,14897,accidental_cover,0,
H202502193,H202502193-P1,motor,300000,10756,,0,
H202502193,H202502193-P2,motor,800000,4848,,0,
H202502196,H202502196-P1,health,500000,24556,hospital_cash,0,No Cap
H202502198,H202502198-P1,life,10000000,27341,hospital_cash;accidental_cover,0,
H202502199,H202502199-P1,motor,500000,2972,,0,
H202502200,H202502200-P1,health,1000000,14608,,10,No Cap
H202502200,H202502200-P2,life,2500000,24427,room_upgrade,0,
H202502202,H202502202-P1,health,1000000,18766,accidental_cover,0,Single Private Room
H202502203,H202502203-P1,life,2500000,43721,room_upgrade,0,
H202502203,H202502203-P2,motor,500000,6462,,0,
H202502206,H202502206-P1,health,300000,31981,,0,1% of SI
H202502208,H202502208-P1,motor,800000,3511,,0,
H202502209,H202502209-P1,motor,800000,6319,,0,
H202502212,H202502212-P1,health,700000,28335,critical_illness;hospital_cash,0,1% of SI
H202502212,H202502212-P2,motor,300000,11060,,0,
H202502213,H202502213-P1,life,2500000,14658,,0,
H202502214,H202502214-P1,health,700000,21954,critical_illness;hospital_cash,0,1% of SI
H202502214,H202502214-P2,health,500000,19865,hospital_cash;accidental_cover,0,Single Private Room
H202502216,H202502216-P1,health,300000,24345,accidental_cover,20,No Cap
H202502218,H202502218-P1,life,5000000,22711,critical_illness;room_upgrade,0,
H202502219,H202502219-P1,motor,300000,4907,,0,
H202502220,H202502220-P1,motor,800000,2927,,0,
H202502220,H202502220-P2,motor,500000,8198,,0,
H202502221,H202502221-P1,motor,500000,7633,,0,
H202502223,H202502223-P1,motor,300000,9827,,0,
H202502225,H202502225-P1,motor,300000,11655,,0,
H202502226,H202502226-P1,health,700000,30657,accidental_cover,0,No Cap
H202502227,H202502227-P1,health,2000000,22436,,20,1% of SI
H202502230,H202502230-P1,health,300000,18970,accidental_cover;critical_illness,10,No Cap
H202502232,H202502232-P1,life,10000000,37946,,0,
H202502232,H202502232-P2,life,5000000,31215,accidental_cover,0,
H202502233,H202502233-P1,motor,500000,10170,,0,
H202502234,H202502234-P1,motor,500000,10878,,0,
H202502235,H202502235-P1,life,20000000,28830,,0,
H202502237,H202502237-P1,health,500000,24611,,20,Single Private Room
H202502238,H202502238-P1,life,10000000,10245,critical_illness,0,
H202502239,H202502239-P1,health,1000000,14299,room_upgrade,0,Single Private Room
H202502241,H202502241-P1,motor,800000,5628,,0,
H202502241,H202502241-P2,motor,300000,2748,,0,
H202502242,H202502242-P1,health,2000000,26551,,10,Single Private Room
H202502243,H202502243-P1,life,5000000,14611,,0,
H202502245,H202502245-P1,health,500000,8105,room_upgrade,0,1% of SI
H202502245,H202502245-P2,motor,800000,11459,,0,
H202502246,H202502246-P1,motor,500000,11165,,0,
H202502247,H202502247-P1,motor,300000,7910,,0,
H202502248,H202502248-P1,health,500000,9221,accidental_cover,0,No Cap
H202502248,H202502248-P2,health,2000000,22303,critical_illness;hospital_cash,0,No Cap
H202502251,H202502251-P1,motor,800000,10128,,0,
H202502254,H202502254-P1,health,1000000,28228,,0,No Cap
H202502255,H202502255-P1,life,20000000,44650,,0,
H202502255,H202502255-P2,health,1000000,30514,,0,No Cap
H202502259,H202502259-P1,life,2500000,10518,room_upgrade;hospital_cash,0,
H202502259,H202502259-P2,motor,300000,9799,,0,
H202502261,H202502261-P1,health,2000000,17260,accidental_cover,0,1% of SI
H202502263,H202502263-P1,motor,800000,7126,,0,
H202502263,H202502263-P2,life,2500000,30180,room_upgrade;hospital_cash,0,
H202502265,H202502265-P1,health,300000,18680,,20,1% of SI
